"Region Code","Timestamp (Hour Ending)","NY Demand (MWh)"
US48,"1/1/2021, Eastern Time",394458
US48,"1/1/2021, Eastern Time",
US48,"1/2/2021, Eastern Time",386757
US48,"1/2/2021, Eastern Time",
US48,"1/3/2021, Eastern Time",400773
US48,"1/3/2021, Eastern Time",
US48,"1/4/2021, Eastern Time",419854
US48,"1/4/2021, Eastern Time",
US48,"1/5/2021, Eastern Time",421016
US48,"1/5/2021, Eastern Time",
US48,"1/6/2021, Eastern Time",425229
US48,"1/6/2021, Eastern Time",
US48,"1/7/2021, Eastern Time",429691
US48,"1/7/2021, Eastern Time",
US48,"1/8/2021, Eastern Time",437653
US48,"1/8/2021, Eastern Time",
US48,"1/9/2021, Eastern Time",417297
US48,"1/9/2021, Eastern Time",
US48,"1/10/2021, Eastern Time",407166
US48,"1/10/2021, Eastern Time",
US48,"1/11/2021, Eastern Time",439489
US48,"1/11/2021, Eastern Time",
US48,"1/12/2021, Eastern Time",430982
US48,"1/12/2021, Eastern Time",
US48,"1/13/2021, Eastern Time",428535
US48,"1/13/2021, Eastern Time",
US48,"1/14/2021, Eastern Time",417053
US48,"1/14/2021, Eastern Time",
US48,"1/15/2021, Eastern Time",418092
US48,"1/15/2021, Eastern Time",
US48,"1/16/2021, Eastern Time",391838
US48,"1/16/2021, Eastern Time",
US48,"1/17/2021, Eastern Time",388142
US48,"1/17/2021, Eastern Time",
US48,"1/18/2021, Eastern Time",409343
US48,"1/18/2021, Eastern Time",
US48,"1/19/2021, Eastern Time",427503
US48,"1/19/2021, Eastern Time",
US48,"1/20/2021, Eastern Time",434838
US48,"1/20/2021, Eastern Time",
US48,"1/21/2021, Eastern Time",440899
US48,"1/21/2021, Eastern Time",
US48,"1/22/2021, Eastern Time",425015
US48,"1/22/2021, Eastern Time",
US48,"1/23/2021, Eastern Time",423179
US48,"1/23/2021, Eastern Time",
US48,"1/24/2021, Eastern Time",426810
US48,"1/24/2021, Eastern Time",
US48,"1/25/2021, Eastern Time",446285
US48,"1/25/2021, Eastern Time",
US48,"1/26/2021, Eastern Time",449777
US48,"1/26/2021, Eastern Time",
US48,"1/27/2021, Eastern Time",443123
US48,"1/27/2021, Eastern Time",
US48,"1/28/2021, Eastern Time",457481
US48,"1/28/2021, Eastern Time",
US48,"1/29/2021, Eastern Time",481893
US48,"1/29/2021, Eastern Time",
US48,"1/30/2021, Eastern Time",452002
US48,"1/30/2021, Eastern Time",
US48,"1/31/2021, Eastern Time",451538
US48,"1/31/2021, Eastern Time",
US48,"2/1/2021, Eastern Time",464642
US48,"2/1/2021, Eastern Time",
US48,"2/2/2021, Eastern Time",454581
US48,"2/2/2021, Eastern Time",
US48,"2/3/2021, Eastern Time",451157
US48,"2/3/2021, Eastern Time",
US48,"2/4/2021, Eastern Time",435958
US48,"2/4/2021, Eastern Time",
US48,"2/5/2021, Eastern Time",427449
US48,"2/5/2021, Eastern Time",
US48,"2/6/2021, Eastern Time",406996
US48,"2/6/2021, Eastern Time",
US48,"2/7/2021, Eastern Time",425338
US48,"2/7/2021, Eastern Time",
US48,"2/8/2021, Eastern Time",460103
US48,"2/8/2021, Eastern Time",
US48,"2/9/2021, Eastern Time",461958
US48,"2/9/2021, Eastern Time",
US48,"2/10/2021, Eastern Time",451682
US48,"2/10/2021, Eastern Time",
US48,"2/11/2021, Eastern Time",455649
US48,"2/11/2021, Eastern Time",
US48,"2/12/2021, Eastern Time",462071
US48,"2/12/2021, Eastern Time",
US48,"2/13/2021, Eastern Time",441065
US48,"2/13/2021, Eastern Time",
US48,"2/14/2021, Eastern Time",420995
US48,"2/14/2021, Eastern Time",
US48,"2/15/2021, Eastern Time",438248
US48,"2/15/2021, Eastern Time",
US48,"2/16/2021, Eastern Time",431607
US48,"2/16/2021, Eastern Time",
US48,"2/17/2021, Eastern Time",444978
US48,"2/17/2021, Eastern Time",
US48,"2/18/2021, Eastern Time",461188
US48,"2/18/2021, Eastern Time",
US48,"2/19/2021, Eastern Time",452039
US48,"2/19/2021, Eastern Time",
US48,"2/20/2021, Eastern Time",422977
US48,"2/20/2021, Eastern Time",
US48,"2/21/2021, Eastern Time",413940
US48,"2/21/2021, Eastern Time",
US48,"2/22/2021, Eastern Time",446062
US48,"2/22/2021, Eastern Time",
US48,"2/23/2021, Eastern Time",429113
US48,"2/23/2021, Eastern Time",
US48,"2/24/2021, Eastern Time",405350
US48,"2/24/2021, Eastern Time",
US48,"2/25/2021, Eastern Time",404842
US48,"2/25/2021, Eastern Time",
US48,"2/26/2021, Eastern Time",406528
US48,"2/26/2021, Eastern Time",
US48,"2/27/2021, Eastern Time",389255
US48,"2/27/2021, Eastern Time",
US48,"2/28/2021, Eastern Time",381413
US48,"2/28/2021, Eastern Time",
US48,"3/1/2021, Eastern Time",414947
US48,"3/1/2021, Eastern Time",
US48,"3/2/2021, Eastern Time",437235
US48,"3/2/2021, Eastern Time",
US48,"3/3/2021, Eastern Time",410133
US48,"3/3/2021, Eastern Time",
US48,"3/4/2021, Eastern Time",413658
US48,"3/4/2021, Eastern Time",
US48,"3/5/2021, Eastern Time",428893
US48,"3/5/2021, Eastern Time",
US48,"3/6/2021, Eastern Time",412873
US48,"3/6/2021, Eastern Time",
US48,"3/7/2021, Eastern Time",393435
US48,"3/7/2021, Eastern Time",
US48,"3/8/2021, Eastern Time",420040
US48,"3/8/2021, Eastern Time",
US48,"3/9/2021, Eastern Time",390131
US48,"3/9/2021, Eastern Time",
US48,"3/10/2021, Eastern Time",381957
US48,"3/10/2021, Eastern Time",
US48,"3/11/2021, Eastern Time",372488
US48,"3/11/2021, Eastern Time",
US48,"3/12/2021, Eastern Time",363170
US48,"3/12/2021, Eastern Time",
US48,"3/13/2021, Eastern Time",361434
US48,"3/13/2021, Eastern Time",
US48,"3/14/2021, Eastern Time",352123
US48,"3/14/2021, Eastern Time",
US48,"3/15/2021, Eastern Time",422442
US48,"3/15/2021, Eastern Time",
US48,"3/16/2021, Eastern Time",432976
US48,"3/16/2021, Eastern Time",
US48,"3/17/2021, Eastern Time",406417
US48,"3/17/2021, Eastern Time",
US48,"3/18/2021, Eastern Time",410431
US48,"3/18/2021, Eastern Time",
US48,"3/19/2021, Eastern Time",403090
US48,"3/19/2021, Eastern Time",
US48,"3/20/2021, Eastern Time",365911
US48,"3/20/2021, Eastern Time",
US48,"3/21/2021, Eastern Time",346588
US48,"3/21/2021, Eastern Time",
US48,"3/22/2021, Eastern Time",364768
US48,"3/22/2021, Eastern Time",
US48,"3/23/2021, Eastern Time",360592
US48,"3/23/2021, Eastern Time",
US48,"3/24/2021, Eastern Time",370445
US48,"3/24/2021, Eastern Time",
US48,"3/25/2021, Eastern Time",356242
US48,"3/25/2021, Eastern Time",
US48,"3/26/2021, Eastern Time",357933
US48,"3/26/2021, Eastern Time",
US48,"3/27/2021, Eastern Time",330055
US48,"3/27/2021, Eastern Time",
US48,"3/28/2021, Eastern Time",343406
US48,"3/28/2021, Eastern Time",
US48,"3/29/2021, Eastern Time",366955
US48,"3/29/2021, Eastern Time",
US48,"3/30/2021, Eastern Time",358829
US48,"3/30/2021, Eastern Time",
US48,"3/31/2021, Eastern Time",366803
US48,"3/31/2021, Eastern Time",
US48,"4/1/2021, Eastern Time",378817
US48,"4/1/2021, Eastern Time",
US48,"4/2/2021, Eastern Time",382735
US48,"4/2/2021, Eastern Time",
US48,"4/3/2021, Eastern Time",352411
US48,"4/3/2021, Eastern Time",
US48,"4/4/2021, Eastern Time",329017
US48,"4/4/2021, Eastern Time",
US48,"4/5/2021, Eastern Time",352706
US48,"4/5/2021, Eastern Time",
US48,"4/6/2021, Eastern Time",351856
US48,"4/6/2021, Eastern Time",
US48,"4/7/2021, Eastern Time",349595
US48,"4/7/2021, Eastern Time",
US48,"4/8/2021, Eastern Time",347105
US48,"4/8/2021, Eastern Time",
US48,"4/9/2021, Eastern Time",348447
US48,"4/9/2021, Eastern Time",
US48,"4/10/2021, Eastern Time",324769
US48,"4/10/2021, Eastern Time",
US48,"4/11/2021, Eastern Time",331019
US48,"4/11/2021, Eastern Time",
US48,"4/12/2021, Eastern Time",368415
US48,"4/12/2021, Eastern Time",
US48,"4/13/2021, Eastern Time",355382
US48,"4/13/2021, Eastern Time",
US48,"4/14/2021, Eastern Time",351319
US48,"4/14/2021, Eastern Time",
US48,"4/15/2021, Eastern Time",371205
US48,"4/15/2021, Eastern Time",
US48,"4/16/2021, Eastern Time",373125
US48,"4/16/2021, Eastern Time",
US48,"4/17/2021, Eastern Time",341334
US48,"4/17/2021, Eastern Time",
US48,"4/18/2021, Eastern Time",325231
US48,"4/18/2021, Eastern Time",
US48,"4/19/2021, Eastern Time",350865
US48,"4/19/2021, Eastern Time",
US48,"4/20/2021, Eastern Time",357950
US48,"4/20/2021, Eastern Time",
US48,"4/21/2021, Eastern Time",373686
US48,"4/21/2021, Eastern Time",
US48,"4/22/2021, Eastern Time",382974
US48,"4/22/2021, Eastern Time",
US48,"4/23/2021, Eastern Time",360100
US48,"4/23/2021, Eastern Time",
US48,"4/24/2021, Eastern Time",324378
US48,"4/24/2021, Eastern Time",
US48,"4/25/2021, Eastern Time",329845
US48,"4/25/2021, Eastern Time",
US48,"4/26/2021, Eastern Time",354532
US48,"4/26/2021, Eastern Time",
US48,"4/27/2021, Eastern Time",355317
US48,"4/27/2021, Eastern Time",
US48,"4/28/2021, Eastern Time",357300
US48,"4/28/2021, Eastern Time",
US48,"4/29/2021, Eastern Time",369526
US48,"4/29/2021, Eastern Time",
US48,"4/30/2021, Eastern Time",359708
US48,"4/30/2021, Eastern Time",
US48,"5/1/2021, Eastern Time",326083
US48,"5/1/2021, Eastern Time",
US48,"5/2/2021, Eastern Time",324709
US48,"5/2/2021, Eastern Time",
US48,"5/3/2021, Eastern Time",355985
US48,"5/3/2021, Eastern Time",
US48,"5/4/2021, Eastern Time",358866
US48,"5/4/2021, Eastern Time",
US48,"5/5/2021, Eastern Time",360820
US48,"5/5/2021, Eastern Time",
US48,"5/6/2021, Eastern Time",345402
US48,"5/6/2021, Eastern Time",
US48,"5/7/2021, Eastern Time",348856
US48,"5/7/2021, Eastern Time",
US48,"5/8/2021, Eastern Time",333170
US48,"5/8/2021, Eastern Time",
US48,"5/9/2021, Eastern Time",321625
US48,"5/9/2021, Eastern Time",
US48,"5/10/2021, Eastern Time",356421
US48,"5/10/2021, Eastern Time",
US48,"5/11/2021, Eastern Time",353517
US48,"5/11/2021, Eastern Time",
US48,"5/12/2021, Eastern Time",351423
US48,"5/12/2021, Eastern Time",
US48,"5/13/2021, Eastern Time",350029
US48,"5/13/2021, Eastern Time",
US48,"5/14/2021, Eastern Time",351062
US48,"5/14/2021, Eastern Time",
US48,"5/15/2021, Eastern Time",328050
US48,"5/15/2021, Eastern Time",
US48,"5/16/2021, Eastern Time",327384
US48,"5/16/2021, Eastern Time",
US48,"5/17/2021, Eastern Time",362224
US48,"5/17/2021, Eastern Time",
US48,"5/18/2021, Eastern Time",377601
US48,"5/18/2021, Eastern Time",
US48,"5/19/2021, Eastern Time",403734
US48,"5/19/2021, Eastern Time",
US48,"5/20/2021, Eastern Time",401067
US48,"5/20/2021, Eastern Time",
US48,"5/21/2021, Eastern Time",406843
US48,"5/21/2021, Eastern Time",
US48,"5/22/2021, Eastern Time",406830
US48,"5/22/2021, Eastern Time",
US48,"5/23/2021, Eastern Time",425957
US48,"5/23/2021, Eastern Time",
US48,"5/24/2021, Eastern Time",384548
US48,"5/24/2021, Eastern Time",
US48,"5/25/2021, Eastern Time",395964
US48,"5/25/2021, Eastern Time",
US48,"5/26/2021, Eastern Time",444047
US48,"5/26/2021, Eastern Time",
US48,"5/27/2021, Eastern Time",421184
US48,"5/27/2021, Eastern Time",
US48,"5/28/2021, Eastern Time",376794
US48,"5/28/2021, Eastern Time",
US48,"5/29/2021, Eastern Time",344443
US48,"5/29/2021, Eastern Time",
US48,"5/30/2021, Eastern Time",338613
US48,"5/30/2021, Eastern Time",
US48,"5/31/2021, Eastern Time",331594
US48,"5/31/2021, Eastern Time",
US48,"6/1/2021, Eastern Time",368916
US48,"6/1/2021, Eastern Time",
US48,"6/2/2021, Eastern Time",384575
US48,"6/2/2021, Eastern Time",
US48,"6/3/2021, Eastern Time",394875
US48,"6/3/2021, Eastern Time",
US48,"6/4/2021, Eastern Time",417200
US48,"6/4/2021, Eastern Time",
US48,"6/5/2021, Eastern Time",435041
US48,"6/5/2021, Eastern Time",
US48,"6/6/2021, Eastern Time",480108
US48,"6/6/2021, Eastern Time",
US48,"6/7/2021, Eastern Time",538108
US48,"6/7/2021, Eastern Time",
US48,"6/8/2021, Eastern Time",535458
US48,"6/8/2021, Eastern Time",
US48,"6/9/2021, Eastern Time",545958
US48,"6/9/2021, Eastern Time",
US48,"6/10/2021, Eastern Time",482074
US48,"6/10/2021, Eastern Time",
US48,"6/11/2021, Eastern Time",415274
US48,"6/11/2021, Eastern Time",
US48,"6/12/2021, Eastern Time",383299
US48,"6/12/2021, Eastern Time",
US48,"6/13/2021, Eastern Time",384833
US48,"6/13/2021, Eastern Time",
US48,"6/14/2021, Eastern Time",417920
US48,"6/14/2021, Eastern Time",
US48,"6/15/2021, Eastern Time",425076
US48,"6/15/2021, Eastern Time",
US48,"6/16/2021, Eastern Time",401587
US48,"6/16/2021, Eastern Time",
US48,"6/17/2021, Eastern Time",397991
US48,"6/17/2021, Eastern Time",
US48,"6/18/2021, Eastern Time",423960
US48,"6/18/2021, Eastern Time",
US48,"6/19/2021, Eastern Time",450071
US48,"6/19/2021, Eastern Time",
US48,"6/20/2021, Eastern Time",451424
US48,"6/20/2021, Eastern Time",
US48,"6/21/2021, Eastern Time",531239
US48,"6/21/2021, Eastern Time",
US48,"6/22/2021, Eastern Time",446933
US48,"6/22/2021, Eastern Time",
US48,"6/23/2021, Eastern Time",392962
