Region Code,Timestamp (Hour Ending),NY Demand (MWh)
US48,"1/1/2016, Eastern Time",388862
US48,"1/1/2016, Eastern Time",
US48,"1/2/2016, Eastern Time",402302
US48,"1/2/2016, Eastern Time",
US48,"1/3/2016, Eastern Time",398620
US48,"1/3/2016, Eastern Time",
US48,"1/4/2016, Eastern Time",460253
US48,"1/4/2016, Eastern Time",
US48,"1/5/2016, Eastern Time",484643
US48,"1/5/2016, Eastern Time",
US48,"1/6/2016, Eastern Time",464217
US48,"1/6/2016, Eastern Time",
US48,"1/7/2016, Eastern Time",449632
US48,"1/7/2016, Eastern Time",
US48,"1/8/2016, Eastern Time",439310
US48,"1/8/2016, Eastern Time",
US48,"1/9/2016, Eastern Time",397294
US48,"1/9/2016, Eastern Time",
US48,"1/10/2016, Eastern Time",388672
US48,"1/10/2016, Eastern Time",
US48,"1/11/2016, Eastern Time",448516
US48,"1/11/2016, Eastern Time",
US48,"1/12/2016, Eastern Time",462276
US48,"1/12/2016, Eastern Time",
US48,"1/13/2016, Eastern Time",471702
US48,"1/13/2016, Eastern Time",
US48,"1/14/2016, Eastern Time",465918
US48,"1/14/2016, Eastern Time",
US48,"1/15/2016, Eastern Time",433801
US48,"1/15/2016, Eastern Time",
US48,"1/16/2016, Eastern Time",400369
US48,"1/16/2016, Eastern Time",
US48,"1/17/2016, Eastern Time",408161
US48,"1/17/2016, Eastern Time",
US48,"1/18/2016, Eastern Time",461484
US48,"1/18/2016, Eastern Time",
US48,"1/19/2016, Eastern Time",486761
US48,"1/19/2016, Eastern Time",
US48,"1/20/2016, Eastern Time",467437
US48,"1/20/2016, Eastern Time",
US48,"1/21/2016, Eastern Time",464062
US48,"1/21/2016, Eastern Time",
US48,"1/22/2016, Eastern Time",469093
US48,"1/22/2016, Eastern Time",
US48,"1/23/2016, Eastern Time",445797
US48,"1/23/2016, Eastern Time",
US48,"1/24/2016, Eastern Time",430936
US48,"1/24/2016, Eastern Time",
US48,"1/25/2016, Eastern Time",452285
US48,"1/25/2016, Eastern Time",
US48,"1/26/2016, Eastern Time",444036
US48,"1/26/2016, Eastern Time",
US48,"1/27/2016, Eastern Time",440170
US48,"1/27/2016, Eastern Time",
US48,"1/28/2016, Eastern Time",443375
US48,"1/28/2016, Eastern Time",
US48,"1/29/2016, Eastern Time",444199
US48,"1/29/2016, Eastern Time",
US48,"1/30/2016, Eastern Time",415209
US48,"1/30/2016, Eastern Time",
US48,"1/31/2016, Eastern Time",390816
US48,"1/31/2016, Eastern Time",
US48,"2/1/2016, Eastern Time",418367
US48,"2/1/2016, Eastern Time",
US48,"2/2/2016, Eastern Time",422745
US48,"2/2/2016, Eastern Time",
US48,"2/3/2016, Eastern Time",426349
US48,"2/3/2016, Eastern Time",
US48,"2/4/2016, Eastern Time",416743
US48,"2/4/2016, Eastern Time",
US48,"2/5/2016, Eastern Time",435498
US48,"2/5/2016, Eastern Time",
US48,"2/6/2016, Eastern Time",411092
US48,"2/6/2016, Eastern Time",
US48,"2/7/2016, Eastern Time",396711
US48,"2/7/2016, Eastern Time",
US48,"2/8/2016, Eastern Time",440630
US48,"2/8/2016, Eastern Time",
US48,"2/9/2016, Eastern Time",448375
US48,"2/9/2016, Eastern Time",
US48,"2/10/2016, Eastern Time",449684
US48,"2/10/2016, Eastern Time",
US48,"2/11/2016, Eastern Time",477529
US48,"2/11/2016, Eastern Time",
US48,"2/12/2016, Eastern Time",481721
US48,"2/12/2016, Eastern Time",
US48,"2/13/2016, Eastern Time",472177
US48,"2/13/2016, Eastern Time",
US48,"2/14/2016, Eastern Time",487098
US48,"2/14/2016, Eastern Time",
US48,"2/15/2016, Eastern Time",494199
US48,"2/15/2016, Eastern Time",
US48,"2/16/2016, Eastern Time",452179
US48,"2/16/2016, Eastern Time",
US48,"2/17/2016, Eastern Time",446670
US48,"2/17/2016, Eastern Time",
US48,"2/18/2016, Eastern Time",452846
US48,"2/18/2016, Eastern Time",
US48,"2/19/2016, Eastern Time",455252
US48,"2/19/2016, Eastern Time",
US48,"2/20/2016, Eastern Time",393300
US48,"2/20/2016, Eastern Time",
US48,"2/21/2016, Eastern Time",384894
US48,"2/21/2016, Eastern Time",
US48,"2/22/2016, Eastern Time",423192
US48,"2/22/2016, Eastern Time",
US48,"2/23/2016, Eastern Time",444567
US48,"2/23/2016, Eastern Time",
US48,"2/24/2016, Eastern Time",442389
US48,"2/24/2016, Eastern Time",
US48,"2/25/2016, Eastern Time",426761
US48,"2/25/2016, Eastern Time",
US48,"2/26/2016, Eastern Time",444197
US48,"2/26/2016, Eastern Time",
US48,"2/27/2016, Eastern Time",414836
US48,"2/27/2016, Eastern Time",
US48,"2/28/2016, Eastern Time",380511
US48,"2/28/2016, Eastern Time",
US48,"2/29/2016, Eastern Time",415125
US48,"2/29/2016, Eastern Time",
US48,"3/1/2016, Eastern Time",423468
US48,"3/1/2016, Eastern Time",
US48,"3/2/2016, Eastern Time",429997
US48,"3/2/2016, Eastern Time",
US48,"3/3/2016, Eastern Time",446475
US48,"3/3/2016, Eastern Time",
US48,"3/4/2016, Eastern Time",443843
US48,"3/4/2016, Eastern Time",
US48,"3/5/2016, Eastern Time",409405
US48,"3/5/2016, Eastern Time",
US48,"3/6/2016, Eastern Time",390957
US48,"3/6/2016, Eastern Time",
US48,"3/7/2016, Eastern Time",416276
US48,"3/7/2016, Eastern Time",
US48,"3/8/2016, Eastern Time",402486
US48,"3/8/2016, Eastern Time",
US48,"3/9/2016, Eastern Time",393831
US48,"3/9/2016, Eastern Time",
US48,"3/10/2016, Eastern Time",396121
US48,"3/10/2016, Eastern Time",
US48,"3/11/2016, Eastern Time",392342
US48,"3/11/2016, Eastern Time",
US48,"3/12/2016, Eastern Time",363768
US48,"3/12/2016, Eastern Time",
US48,"3/13/2016, Eastern Time",342530
US48,"3/13/2016, Eastern Time",
US48,"3/14/2016, Eastern Time",406218
US48,"3/14/2016, Eastern Time",
US48,"3/15/2016, Eastern Time",402623
US48,"3/15/2016, Eastern Time",
US48,"3/16/2016, Eastern Time",392421
US48,"3/16/2016, Eastern Time",
US48,"3/17/2016, Eastern Time",392451
US48,"3/17/2016, Eastern Time",
US48,"3/18/2016, Eastern Time",395990
US48,"3/18/2016, Eastern Time",
US48,"3/19/2016, Eastern Time",377158
US48,"3/19/2016, Eastern Time",
US48,"3/20/2016, Eastern Time",383072
US48,"3/20/2016, Eastern Time",
US48,"3/21/2016, Eastern Time",416009
US48,"3/21/2016, Eastern Time",
US48,"3/22/2016, Eastern Time",410149
US48,"3/22/2016, Eastern Time",
US48,"3/23/2016, Eastern Time",400720
US48,"3/23/2016, Eastern Time",
US48,"3/24/2016, Eastern Time",398416
US48,"3/24/2016, Eastern Time",
US48,"3/25/2016, Eastern Time",386401
US48,"3/25/2016, Eastern Time",
US48,"3/26/2016, Eastern Time",363262
US48,"3/26/2016, Eastern Time",
US48,"3/27/2016, Eastern Time",346362
US48,"3/27/2016, Eastern Time",
US48,"3/28/2016, Eastern Time",397108
US48,"3/28/2016, Eastern Time",
US48,"3/29/2016, Eastern Time",400072
US48,"3/29/2016, Eastern Time",
US48,"3/30/2016, Eastern Time",397095
US48,"3/30/2016, Eastern Time",
US48,"3/31/2016, Eastern Time",392097
US48,"3/31/2016, Eastern Time",
US48,"4/1/2016, Eastern Time",392342
US48,"4/1/2016, Eastern Time",
US48,"4/2/2016, Eastern Time",365303
US48,"4/2/2016, Eastern Time",
US48,"4/3/2016, Eastern Time",379193
US48,"4/3/2016, Eastern Time",
US48,"4/4/2016, Eastern Time",431740
US48,"4/4/2016, Eastern Time",
US48,"4/5/2016, Eastern Time",430130
US48,"4/5/2016, Eastern Time",
US48,"4/6/2016, Eastern Time",425709
US48,"4/6/2016, Eastern Time",
US48,"4/7/2016, Eastern Time",406734
US48,"4/7/2016, Eastern Time",
US48,"4/8/2016, Eastern Time",406142
US48,"4/8/2016, Eastern Time",
US48,"4/9/2016, Eastern Time",387024
US48,"4/9/2016, Eastern Time",
US48,"4/10/2016, Eastern Time",376722
US48,"4/10/2016, Eastern Time",
US48,"4/11/2016, Eastern Time",406395
US48,"4/11/2016, Eastern Time",
US48,"4/12/2016, Eastern Time",401576
