Time Stamp,Time Zone,Fuel Category,Gen MWh
06/05/2016 00:05:00,EDT,Dual Fuel,3478.0
06/05/2016 00:05:00,EDT,Natural Gas,2957.0
06/05/2016 00:05:00,EDT,Nuclear,4343.0
06/05/2016 00:05:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:05:00,EDT,Other Renewables,294.0
06/05/2016 00:05:00,EDT,Wind,194.0
06/05/2016 00:05:00,EDT,Hydro,2003.0
06/05/2016 00:10:00,EDT,Dual Fuel,3490.0
06/05/2016 00:10:00,EDT,Natural Gas,2837.0
06/05/2016 00:10:00,EDT,Nuclear,4342.0
06/05/2016 00:10:00,EDT,Other Fossil Fuels,77.0
06/05/2016 00:10:00,EDT,Other Renewables,292.0
06/05/2016 00:10:00,EDT,Wind,208.0
06/05/2016 00:10:00,EDT,Hydro,1956.0
06/05/2016 00:15:00,EDT,Dual Fuel,3472.0
06/05/2016 00:15:00,EDT,Natural Gas,2759.0
06/05/2016 00:15:00,EDT,Nuclear,4342.0
06/05/2016 00:15:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:15:00,EDT,Other Renewables,292.0
06/05/2016 00:15:00,EDT,Wind,217.0
06/05/2016 00:15:00,EDT,Hydro,1964.0
06/05/2016 00:20:00,EDT,Dual Fuel,3451.0
06/05/2016 00:20:00,EDT,Natural Gas,2706.0
06/05/2016 00:20:00,EDT,Nuclear,4343.0
06/05/2016 00:20:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:20:00,EDT,Other Renewables,293.0
06/05/2016 00:20:00,EDT,Wind,219.0
06/05/2016 00:20:00,EDT,Hydro,1968.0
06/05/2016 00:25:00,EDT,Dual Fuel,3409.0
06/05/2016 00:25:00,EDT,Natural Gas,2650.0
06/05/2016 00:25:00,EDT,Nuclear,4342.0
06/05/2016 00:25:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:25:00,EDT,Other Renewables,290.0
06/05/2016 00:25:00,EDT,Wind,227.0
06/05/2016 00:25:00,EDT,Hydro,1978.0
06/05/2016 00:30:00,EDT,Dual Fuel,3372.0
06/05/2016 00:30:00,EDT,Natural Gas,2591.0
06/05/2016 00:30:00,EDT,Nuclear,4344.0
06/05/2016 00:30:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:30:00,EDT,Other Renewables,292.0
06/05/2016 00:30:00,EDT,Wind,241.0
06/05/2016 00:30:00,EDT,Hydro,1968.0
06/05/2016 00:35:00,EDT,Dual Fuel,3384.0
06/05/2016 00:35:00,EDT,Natural Gas,2545.0
06/05/2016 00:35:00,EDT,Nuclear,4341.0
06/05/2016 00:35:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:35:00,EDT,Other Renewables,290.0
06/05/2016 00:35:00,EDT,Wind,257.0
06/05/2016 00:35:00,EDT,Hydro,1973.0
06/05/2016 00:40:00,EDT,Dual Fuel,3373.0
06/05/2016 00:40:00,EDT,Natural Gas,2516.0
06/05/2016 00:40:00,EDT,Nuclear,4341.0
06/05/2016 00:40:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:40:00,EDT,Other Renewables,293.0
06/05/2016 00:40:00,EDT,Wind,266.0
06/05/2016 00:40:00,EDT,Hydro,1971.0
06/05/2016 00:45:00,EDT,Dual Fuel,3286.0
06/05/2016 00:45:00,EDT,Natural Gas,2485.0
06/05/2016 00:45:00,EDT,Nuclear,4343.0
06/05/2016 00:45:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:45:00,EDT,Other Renewables,295.0
06/05/2016 00:45:00,EDT,Wind,273.0
06/05/2016 00:45:00,EDT,Hydro,1970.0
06/05/2016 00:50:00,EDT,Dual Fuel,3182.0
06/05/2016 00:50:00,EDT,Natural Gas,2451.0
06/05/2016 00:50:00,EDT,Nuclear,4344.0
06/05/2016 00:50:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:50:00,EDT,Other Renewables,294.0
06/05/2016 00:50:00,EDT,Wind,274.0
06/05/2016 00:50:00,EDT,Hydro,1975.0
06/05/2016 00:55:00,EDT,Dual Fuel,3168.0
06/05/2016 00:55:00,EDT,Natural Gas,2435.0
06/05/2016 00:55:00,EDT,Nuclear,4344.0
06/05/2016 00:55:00,EDT,Other Fossil Fuels,78.0
06/05/2016 00:55:00,EDT,Other Renewables,294.0
06/05/2016 00:55:00,EDT,Wind,284.0
06/05/2016 00:55:00,EDT,Hydro,1966.0
06/05/2016 01:00:00,EDT,Dual Fuel,3102.0
06/05/2016 01:00:00,EDT,Natural Gas,2398.0
06/05/2016 01:00:00,EDT,Nuclear,4346.0
06/05/2016 01:00:00,EDT,Other Fossil Fuels,77.0
06/05/2016 01:00:00,EDT,Other Renewables,300.0
06/05/2016 01:00:00,EDT,Wind,291.0
06/05/2016 01:00:00,EDT,Hydro,1978.0
06/05/2016 01:05:00,EDT,Dual Fuel,2937.0
06/05/2016 01:05:00,EDT,Natural Gas,2374.0
06/05/2016 01:05:00,EDT,Nuclear,4346.0
06/05/2016 01:05:00,EDT,Other Fossil Fuels,78.0
06/05/2016 01:05:00,EDT,Other Renewables,293.0
06/05/2016 01:05:00,EDT,Wind,296.0
06/05/2016 01:05:00,EDT,Hydro,2027.0
