Time Stamp,Time Zone,Fuel Category,Gen MWh
03/15/2016 00:05:00,EDT,Dual Fuel,2691.0
03/15/2016 00:05:00,EDT,Natural Gas,1645.0
03/15/2016 00:05:00,EDT,Nuclear,4388.0
03/15/2016 00:05:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:05:00,EDT,Other Renewables,286.0
03/15/2016 00:05:00,EDT,Wind,916.0
03/15/2016 00:05:00,EDT,Hydro,2570.0
03/15/2016 00:10:00,EDT,Dual Fuel,2629.0
03/15/2016 00:10:00,EDT,Natural Gas,1643.0
03/15/2016 00:10:00,EDT,Nuclear,4389.0
03/15/2016 00:10:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:10:00,EDT,Other Renewables,281.0
03/15/2016 00:10:00,EDT,Wind,952.0
03/15/2016 00:10:00,EDT,Hydro,2609.0
03/15/2016 00:15:00,EDT,Dual Fuel,2636.0
03/15/2016 00:15:00,EDT,Natural Gas,1639.0
03/15/2016 00:15:00,EDT,Nuclear,4390.0
03/15/2016 00:15:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:15:00,EDT,Other Renewables,271.0
03/15/2016 00:15:00,EDT,Wind,994.0
03/15/2016 00:15:00,EDT,Hydro,2555.0
03/15/2016 00:20:00,EDT,Dual Fuel,2641.0
03/15/2016 00:20:00,EDT,Natural Gas,1672.0
03/15/2016 00:20:00,EDT,Nuclear,4388.0
03/15/2016 00:20:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:20:00,EDT,Other Renewables,267.0
03/15/2016 00:20:00,EDT,Wind,971.0
03/15/2016 00:20:00,EDT,Hydro,2494.0
03/15/2016 00:25:00,EDT,Dual Fuel,2631.0
03/15/2016 00:25:00,EDT,Natural Gas,1677.0
03/15/2016 00:25:00,EDT,Nuclear,4387.0
03/15/2016 00:25:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:25:00,EDT,Other Renewables,268.0
03/15/2016 00:25:00,EDT,Wind,942.0
03/15/2016 00:25:00,EDT,Hydro,2505.0
03/15/2016 00:30:00,EDT,Dual Fuel,2628.0
03/15/2016 00:30:00,EDT,Natural Gas,1677.0
03/15/2016 00:30:00,EDT,Nuclear,4388.0
03/15/2016 00:30:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:30:00,EDT,Other Renewables,271.0
03/15/2016 00:30:00,EDT,Wind,941.0
03/15/2016 00:30:00,EDT,Hydro,2510.0
03/15/2016 00:35:00,EDT,Dual Fuel,2624.0
03/15/2016 00:35:00,EDT,Natural Gas,1676.0
03/15/2016 00:35:00,EDT,Nuclear,4386.0
03/15/2016 00:35:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:35:00,EDT,Other Renewables,268.0
03/15/2016 00:35:00,EDT,Wind,920.0
03/15/2016 00:35:00,EDT,Hydro,2471.0
03/15/2016 00:40:00,EDT,Dual Fuel,2621.0
03/15/2016 00:40:00,EDT,Natural Gas,1645.0
03/15/2016 00:40:00,EDT,Nuclear,4388.0
03/15/2016 00:40:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:40:00,EDT,Other Renewables,272.0
03/15/2016 00:40:00,EDT,Wind,923.0
03/15/2016 00:40:00,EDT,Hydro,2411.0
03/15/2016 00:45:00,EDT,Dual Fuel,2619.0
03/15/2016 00:45:00,EDT,Natural Gas,1640.0
03/15/2016 00:45:00,EDT,Nuclear,4386.0
03/15/2016 00:45:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:45:00,EDT,Other Renewables,269.0
03/15/2016 00:45:00,EDT,Wind,928.0
03/15/2016 00:45:00,EDT,Hydro,2412.0
03/15/2016 00:50:00,EDT,Dual Fuel,2612.0
03/15/2016 00:50:00,EDT,Natural Gas,1643.0
03/15/2016 00:50:00,EDT,Nuclear,4386.0
03/15/2016 00:50:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:50:00,EDT,Other Renewables,265.0
03/15/2016 00:50:00,EDT,Wind,924.0
03/15/2016 00:50:00,EDT,Hydro,2367.0
03/15/2016 00:55:00,EDT,Dual Fuel,2600.0
03/15/2016 00:55:00,EDT,Natural Gas,1640.0
03/15/2016 00:55:00,EDT,Nuclear,4386.0
03/15/2016 00:55:00,EDT,Other Fossil Fuels,0.0
03/15/2016 00:55:00,EDT,Other Renewables,263.0
03/15/2016 00:55:00,EDT,Wind,918.0
03/15/2016 00:55:00,EDT,Hydro,2309.0
03/15/2016 01:00:00,EDT,Dual Fuel,2606.0
03/15/2016 01:00:00,EDT,Natural Gas,1656.0
03/15/2016 01:00:00,EDT,Nuclear,4387.0
03/15/2016 01:00:00,EDT,Other Fossil Fuels,0.0
03/15/2016 01:00:00,EDT,Other Renewables,264.0
03/15/2016 01:00:00,EDT,Wind,915.0
03/15/2016 01:00:00,EDT,Hydro,2366.0
03/15/2016 01:05:00,EDT,Dual Fuel,2586.0
03/15/2016 01:05:00,EDT,Natural Gas,1674.0
03/15/2016 01:05:00,EDT,Nuclear,4387.0
03/15/2016 01:05:00,EDT,Other Fossil Fuels,0.0
03/15/2016 01:05:00,EDT,Other Renewables,271.0
03/15/2016 01:05:00,EDT,Wind,911.0
03/15/2016 01:05:00,EDT,Hydro,2513.0
03/15/2016 01:10:00,EDT,Dual Fuel,2567.0
03/15/2016 01:10:00,EDT,Natural Gas,1660.0
03/15/2016 01:10:00,EDT,Nuclear,4387.0
03/15/2016 01:10:00,EDT,Other Fossil Fuels,0.0
03/15/2016 01:10:00,EDT,Other Renewables,270.0
03/15/2016 01:10:00,EDT,Wind,902.0
03/15/2016 01:10:00,EDT,Hydro,2608.0
03/15/2016 01:15:00,EDT,Dual Fuel,2583.0
03/15/2016 01:15:00,EDT,Natural Gas,1642.0
03/15/2016 01:15:00,EDT,Nuclear,4387.0
03/15/2016 01:15:00,EDT,Other Fossil Fuels,0.0
03/15/2016 01:15:00,EDT,Other Renewables,271.0
03/15/2016 01:15:00,EDT,Wind,897.0
