Time Stamp,Time Zone,Fuel Category,Gen MWh
06/08/2016 00:05:00,EDT,Dual Fuel,2484.0
06/08/2016 00:05:00,EDT,Natural Gas,2357.0
06/08/2016 00:05:00,EDT,Nuclear,4342.0
06/08/2016 00:05:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:05:00,EDT,Other Renewables,278.0
06/08/2016 00:05:00,EDT,Wind,769.0
06/08/2016 00:05:00,EDT,Hydro,2374.0
06/08/2016 00:10:00,EDT,Dual Fuel,2402.0
06/08/2016 00:10:00,EDT,Natural Gas,2322.0
06/08/2016 00:10:00,EDT,Nuclear,4343.0
06/08/2016 00:10:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:10:00,EDT,Other Renewables,279.0
06/08/2016 00:10:00,EDT,Wind,759.0
06/08/2016 00:10:00,EDT,Hydro,2299.0
06/08/2016 00:15:00,EDT,Dual Fuel,2354.0
06/08/2016 00:15:00,EDT,Natural Gas,2264.0
06/08/2016 00:15:00,EDT,Nuclear,4342.0
06/08/2016 00:15:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:15:00,EDT,Other Renewables,279.0
06/08/2016 00:15:00,EDT,Wind,722.0
06/08/2016 00:15:00,EDT,Hydro,2283.0
06/08/2016 00:20:00,EDT,Dual Fuel,2297.0
06/08/2016 00:20:00,EDT,Natural Gas,2139.0
06/08/2016 00:20:00,EDT,Nuclear,4342.0
06/08/2016 00:20:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:20:00,EDT,Other Renewables,278.0
06/08/2016 00:20:00,EDT,Wind,702.0
06/08/2016 00:20:00,EDT,Hydro,2346.0
06/08/2016 00:25:00,EDT,Dual Fuel,2226.0
06/08/2016 00:25:00,EDT,Natural Gas,2099.0
06/08/2016 00:25:00,EDT,Nuclear,4343.0
06/08/2016 00:25:00,EDT,Other Fossil Fuels,77.0
06/08/2016 00:25:00,EDT,Other Renewables,280.0
06/08/2016 00:25:00,EDT,Wind,707.0
06/08/2016 00:25:00,EDT,Hydro,2374.0
06/08/2016 00:30:00,EDT,Dual Fuel,2117.0
06/08/2016 00:30:00,EDT,Natural Gas,2045.0
06/08/2016 00:30:00,EDT,Nuclear,4341.0
06/08/2016 00:30:00,EDT,Other Fossil Fuels,79.0
06/08/2016 00:30:00,EDT,Other Renewables,276.0
06/08/2016 00:30:00,EDT,Wind,734.0
06/08/2016 00:30:00,EDT,Hydro,2404.0
06/08/2016 00:35:00,EDT,Dual Fuel,2034.0
06/08/2016 00:35:00,EDT,Natural Gas,2012.0
06/08/2016 00:35:00,EDT,Nuclear,4345.0
06/08/2016 00:35:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:35:00,EDT,Other Renewables,274.0
06/08/2016 00:35:00,EDT,Wind,753.0
06/08/2016 00:35:00,EDT,Hydro,2536.0
06/08/2016 00:40:00,EDT,Dual Fuel,2026.0
06/08/2016 00:40:00,EDT,Natural Gas,1995.0
06/08/2016 00:40:00,EDT,Nuclear,4344.0
06/08/2016 00:40:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:40:00,EDT,Other Renewables,275.0
06/08/2016 00:40:00,EDT,Wind,758.0
06/08/2016 00:40:00,EDT,Hydro,2591.0
06/08/2016 00:45:00,EDT,Dual Fuel,2037.0
06/08/2016 00:45:00,EDT,Natural Gas,1998.0
06/08/2016 00:45:00,EDT,Nuclear,4344.0
06/08/2016 00:45:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:45:00,EDT,Other Renewables,275.0
06/08/2016 00:45:00,EDT,Wind,747.0
06/08/2016 00:45:00,EDT,Hydro,2498.0
06/08/2016 00:50:00,EDT,Dual Fuel,2031.0
06/08/2016 00:50:00,EDT,Natural Gas,1982.0
06/08/2016 00:50:00,EDT,Nuclear,4346.0
06/08/2016 00:50:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:50:00,EDT,Other Renewables,275.0
06/08/2016 00:50:00,EDT,Wind,735.0
06/08/2016 00:50:00,EDT,Hydro,2456.0
06/08/2016 00:55:00,EDT,Dual Fuel,2006.0
06/08/2016 00:55:00,EDT,Natural Gas,1965.0
06/08/2016 00:55:00,EDT,Nuclear,4346.0
06/08/2016 00:55:00,EDT,Other Fossil Fuels,78.0
06/08/2016 00:55:00,EDT,Other Renewables,277.0
06/08/2016 00:55:00,EDT,Wind,745.0
06/08/2016 00:55:00,EDT,Hydro,2429.0
06/08/2016 01:00:00,EDT,Dual Fuel,1938.0
06/08/2016 01:00:00,EDT,Natural Gas,1955.0
06/08/2016 01:00:00,EDT,Nuclear,4347.0
06/08/2016 01:00:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:00:00,EDT,Other Renewables,274.0
06/08/2016 01:00:00,EDT,Wind,766.0
06/08/2016 01:00:00,EDT,Hydro,2460.0
06/08/2016 01:05:00,EDT,Dual Fuel,1775.0
06/08/2016 01:05:00,EDT,Natural Gas,1940.0
06/08/2016 01:05:00,EDT,Nuclear,4347.0
06/08/2016 01:05:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:05:00,EDT,Other Renewables,272.0
06/08/2016 01:05:00,EDT,Wind,780.0
06/08/2016 01:05:00,EDT,Hydro,2566.0
06/08/2016 01:10:00,EDT,Dual Fuel,1797.0
06/08/2016 01:10:00,EDT,Natural Gas,1929.0
06/08/2016 01:10:00,EDT,Nuclear,4347.0
06/08/2016 01:10:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:10:00,EDT,Other Renewables,274.0
06/08/2016 01:10:00,EDT,Wind,776.0
06/08/2016 01:10:00,EDT,Hydro,2579.0
06/08/2016 01:15:00,EDT,Dual Fuel,1831.0
06/08/2016 01:15:00,EDT,Natural Gas,1853.0
06/08/2016 01:15:00,EDT,Nuclear,4346.0
06/08/2016 01:15:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:15:00,EDT,Other Renewables,276.0
06/08/2016 01:15:00,EDT,Wind,748.0
06/08/2016 01:15:00,EDT,Hydro,2587.0
06/08/2016 01:20:00,EDT,Dual Fuel,1807.0
06/08/2016 01:20:00,EDT,Natural Gas,1810.0
06/08/2016 01:20:00,EDT,Nuclear,4347.0
06/08/2016 01:20:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:20:00,EDT,Other Renewables,277.0
06/08/2016 01:20:00,EDT,Wind,724.0
06/08/2016 01:20:00,EDT,Hydro,2590.0
06/08/2016 01:25:00,EDT,Dual Fuel,1803.0
06/08/2016 01:25:00,EDT,Natural Gas,1799.0
06/08/2016 01:25:00,EDT,Nuclear,4347.0
06/08/2016 01:25:00,EDT,Other Fossil Fuels,77.0
06/08/2016 01:25:00,EDT,Other Renewables,279.0
06/08/2016 01:25:00,EDT,Wind,683.0
06/08/2016 01:25:00,EDT,Hydro,2601.0
06/08/2016 01:30:00,EDT,Dual Fuel,1790.0
06/08/2016 01:30:00,EDT,Natural Gas,1811.0
06/08/2016 01:30:00,EDT,Nuclear,4348.0
06/08/2016 01:30:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:30:00,EDT,Other Renewables,277.0
06/08/2016 01:30:00,EDT,Wind,632.0
06/08/2016 01:30:00,EDT,Hydro,2595.0
06/08/2016 01:35:00,EDT,Dual Fuel,1797.0
06/08/2016 01:35:00,EDT,Natural Gas,1867.0
06/08/2016 01:35:00,EDT,Nuclear,4347.0
06/08/2016 01:35:00,EDT,Other Fossil Fuels,77.0
06/08/2016 01:35:00,EDT,Other Renewables,275.0
06/08/2016 01:35:00,EDT,Wind,606.0
06/08/2016 01:35:00,EDT,Hydro,2595.0
06/08/2016 01:40:00,EDT,Dual Fuel,1790.0
06/08/2016 01:40:00,EDT,Natural Gas,1878.0
06/08/2016 01:40:00,EDT,Nuclear,4348.0
06/08/2016 01:40:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:40:00,EDT,Other Renewables,276.0
06/08/2016 01:40:00,EDT,Wind,593.0
06/08/2016 01:40:00,EDT,Hydro,2708.0
06/08/2016 01:45:00,EDT,Dual Fuel,1779.0
06/08/2016 01:45:00,EDT,Natural Gas,1878.0
06/08/2016 01:45:00,EDT,Nuclear,4347.0
06/08/2016 01:45:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:45:00,EDT,Other Renewables,281.0
06/08/2016 01:45:00,EDT,Wind,584.0
06/08/2016 01:45:00,EDT,Hydro,2645.0
06/08/2016 01:50:00,EDT,Dual Fuel,1760.0
06/08/2016 01:50:00,EDT,Natural Gas,1877.0
06/08/2016 01:50:00,EDT,Nuclear,4346.0
06/08/2016 01:50:00,EDT,Other Fossil Fuels,78.0
06/08/2016 01:50:00,EDT,Other Renewables,283.0
06/08/2016 01:50:00,EDT,Wind,571.0
