Time Stamp,Time Zone,Fuel Category,Gen MWh
04/28/2016 00:05:00,EDT,Dual Fuel,2794.0
04/28/2016 00:05:00,EDT,Natural Gas,2108.0
04/28/2016 00:05:00,EDT,Nuclear,3096.0
04/28/2016 00:05:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:05:00,EDT,Other Renewables,295.0
04/28/2016 00:05:00,EDT,Wind,110.0
04/28/2016 00:05:00,EDT,Hydro,2744.0
04/28/2016 00:10:00,EDT,Dual Fuel,2879.0
04/28/2016 00:10:00,EDT,Natural Gas,2098.0
04/28/2016 00:10:00,EDT,Nuclear,3096.0
04/28/2016 00:10:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:10:00,EDT,Other Renewables,296.0
04/28/2016 00:10:00,EDT,Wind,104.0
04/28/2016 00:10:00,EDT,Hydro,2627.0
04/28/2016 00:15:00,EDT,Dual Fuel,2896.0
04/28/2016 00:15:00,EDT,Natural Gas,2081.0
04/28/2016 00:15:00,EDT,Nuclear,3097.0
04/28/2016 00:15:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:15:00,EDT,Other Renewables,295.0
04/28/2016 00:15:00,EDT,Wind,96.0
04/28/2016 00:15:00,EDT,Hydro,2535.0
04/28/2016 00:20:00,EDT,Dual Fuel,2880.0
04/28/2016 00:20:00,EDT,Natural Gas,2079.0
04/28/2016 00:20:00,EDT,Nuclear,3097.0
04/28/2016 00:20:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:20:00,EDT,Other Renewables,295.0
04/28/2016 00:20:00,EDT,Wind,92.0
04/28/2016 00:20:00,EDT,Hydro,2499.0
04/28/2016 00:25:00,EDT,Dual Fuel,2855.0
04/28/2016 00:25:00,EDT,Natural Gas,2094.0
04/28/2016 00:25:00,EDT,Nuclear,3097.0
04/28/2016 00:25:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:25:00,EDT,Other Renewables,294.0
04/28/2016 00:25:00,EDT,Wind,90.0
04/28/2016 00:25:00,EDT,Hydro,2512.0
04/28/2016 00:30:00,EDT,Dual Fuel,2794.0
04/28/2016 00:30:00,EDT,Natural Gas,2107.0
04/28/2016 00:30:00,EDT,Nuclear,3097.0
04/28/2016 00:30:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:30:00,EDT,Other Renewables,295.0
04/28/2016 00:30:00,EDT,Wind,86.0
04/28/2016 00:30:00,EDT,Hydro,2461.0
04/28/2016 00:35:00,EDT,Dual Fuel,2765.0
04/28/2016 00:35:00,EDT,Natural Gas,2121.0
04/28/2016 00:35:00,EDT,Nuclear,3098.0
04/28/2016 00:35:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:35:00,EDT,Other Renewables,292.0
04/28/2016 00:35:00,EDT,Wind,86.0
04/28/2016 00:35:00,EDT,Hydro,2460.0
04/28/2016 00:40:00,EDT,Dual Fuel,2717.0
04/28/2016 00:40:00,EDT,Natural Gas,2099.0
04/28/2016 00:40:00,EDT,Nuclear,3097.0
04/28/2016 00:40:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:40:00,EDT,Other Renewables,293.0
04/28/2016 00:40:00,EDT,Wind,87.0
04/28/2016 00:40:00,EDT,Hydro,2466.0
04/28/2016 00:45:00,EDT,Dual Fuel,2680.0
04/28/2016 00:45:00,EDT,Natural Gas,2059.0
04/28/2016 00:45:00,EDT,Nuclear,3097.0
04/28/2016 00:45:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:45:00,EDT,Other Renewables,295.0
04/28/2016 00:45:00,EDT,Wind,84.0
04/28/2016 00:45:00,EDT,Hydro,2458.0
04/28/2016 00:50:00,EDT,Dual Fuel,2651.0
04/28/2016 00:50:00,EDT,Natural Gas,2057.0
04/28/2016 00:50:00,EDT,Nuclear,3097.0
04/28/2016 00:50:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:50:00,EDT,Other Renewables,293.0
04/28/2016 00:50:00,EDT,Wind,76.0
04/28/2016 00:50:00,EDT,Hydro,2492.0
04/28/2016 00:55:00,EDT,Dual Fuel,2586.0
04/28/2016 00:55:00,EDT,Natural Gas,2048.0
04/28/2016 00:55:00,EDT,Nuclear,3097.0
04/28/2016 00:55:00,EDT,Other Fossil Fuels,0.0
04/28/2016 00:55:00,EDT,Other Renewables,292.0
04/28/2016 00:55:00,EDT,Wind,76.0
04/28/2016 00:55:00,EDT,Hydro,2501.0
04/28/2016 01:00:00,EDT,Dual Fuel,2560.0
04/28/2016 01:00:00,EDT,Natural Gas,2028.0
